Submission ID,Respondent ID,Submitted at,idEmpresa,idUsuario,Qual é a sua função na empresa?,Qual o volume de pedidos mensal da sua empresa?,Como a sua empresa realiza vendas atualmente??,Importância - Minimizar o tempo necessário para registrar uma despesa fixa,Satistação - Minimizar o tempo necessário para registrar uma despesa fixa,Importância - Minimizar a incerteza sobre os valores a pagar nos próximos períodos,Satisfação - Minimizar a incerteza sobre os valores a pagar nos próximos períodos,Importância - Minimizar dúvidas sobre a origem e categoria de cada pagamento,Satisfação - Minimizar dúvidas sobre a origem e categoria de cada pagamento,Importância - Minimizar tarefas manuais ao registrar contas a pagar,Satisfação - Minimizar tarefas manuais ao registrar contas a pagar,Importância - Minimizar erros nas previsões de recebimento futuro,Satisfação - Minimizar erros nas previsões de recebimento futuro,Importância - Minimizar o risco de não registrar vendas com recebimento futuro,Satisfação - Minimizar o risco de não registrar vendas com recebimento futuro,Importância - Minimizar dificuldade para identificar recebíveis por canal ou cliente,Satisfação - Minimizar dificuldade para identificar recebíveis por canal ou cliente,Importância - Evitar estornos inesperados ou inadimplência não prevista,Satisfação - Evitar estornos inesperados ou inadimplência não prevista,Importância - Minimizar o tempo necessário para consolidar vendas de múltiplos canais,Satisfação - Minimizar o tempo necessário para consolidar vendas de múltiplos canais,Importância - Minimizar tarefas manuais ao registrar contas a receber,Satisfação - Minimizar tarefas manuais ao registrar contas a receber,Importância - Minimizar o número de contas não visualizadas antes do vencimento,Satisfação - Minimizar o número de contas não visualizadas antes do vencimento,Importância - Minimizar incertezas sobre o que pagar ou receber,Satisfação - Minimizar incertezas sobre o que pagar ou receber,Importância - Evitar variações negativas no fluxo de caixa por contas recebidas ou pagas,Satisfação - Evitar variações negativas no fluxo de caixa por contas recebidas ou pagas,Importância - Minimizar inadimplência nas contas a receber vencidas,Satisfação - Minimizar inadimplência nas contas a receber vencidas,Importância - Evitar multas causadas por atrasos em pagamentos previstos,Satisfação - Evitar multas causadas por atrasos em pagamentos previstos,Importância - Minimizar o número de pagamentos realizados após o vencimento,Satisfação - Minimizar o número de pagamentos realizados após o vencimento,Importância - Evitar pagamentos registrados mais de uma vez,Satisfação - Evitar pagamentos registrados mais de uma vez,Importância - Minimizar o tempo gasto por pagamento realizado,Satisfação - Minimizar o tempo gasto por pagamento realizado,Importância - Minimizar o esforço para localizar e associar comprovantes a pagamentos,Satisfação - Minimizar o esforço para localizar e associar comprovantes a pagamentos,Importância - Minimizar tarefas manuais ao lidar com pagamentos repetidos,Satisfação - Minimizar tarefas manuais ao lidar com pagamentos repetidos,Importância - Minimizar tempo gasto para dar baixa em recebimento,Satisfação - Minimizar tempo gasto para dar baixa em recebimento,Importância - Minimizar falhas na identificação de origem dos recebimentos,Satisfação - Minimizar falhas na identificação de origem dos recebimentos,Importância - Evitar baixas repetidas ou não realizadas,Satisfação - Evitar baixas repetidas ou não realizadas,Importância - Minimizar esforço para identificar e classificar o recebimento corretamente,Satisfação - Minimizar esforço para identificar e classificar o recebimento corretamente,Importância - Minimizar divergências entre saldo registrado e saldo bancário real,Satisfação - Minimizar divergências entre saldo registrado e saldo bancário real,Importância - Minimizar inconsistências entre extrato bancário e lançamentos internos,Satisfação - Minimizar inconsistências entre extrato bancário e lançamentos internos,Importância - Minimizar omissões ou erros ao lançar transações manualmente,Satisfação - Minimizar omissões ou erros ao lançar transações manualmente,Importância - Minimizar erros nos relatórios financeiros gerados,Satisfação - Minimizar erros nos relatórios financeiros gerados,Importância - Minimizar o tempo necessário para encerrar o período contábil,Satisfação - Minimizar o tempo necessário para encerrar o período contábil,Importância - Minimizar o esforço para gerar relatórios confiáveis,Satisfação - Minimizar o esforço para gerar relatórios confiáveis,Importância - Minimizar impactos de estornos e ajustes não mapeados,Satisfação - Minimizar impactos de estornos e ajustes não mapeados,Importância - Evitar precificações com margem negativa,Satisfação - Evitar precificações com margem negativa,Importância - Minimizar perda de margem ao tornar o preço mais competitivo,Satisfação - Minimizar perda de margem ao tornar o preço mais competitivo,Importância - Minimizar tarefas manuais ao atualizar preços em múltiplos canais,Satisfação - Minimizar tarefas manuais ao atualizar preços em múltiplos canais,Importância - Minimizar incertezas sobre o impacto de taxas e custos variáveis nos preços,Satisfação - Minimizar incertezas sobre o impacto de taxas e custos variáveis nos preços,Importância - Minimizar dúvidas ao definir preços de venda,Satisfação - Minimizar dúvidas ao definir preços de venda,Importância - Evitar cobranças indevidas de taxas em transações financeiras,Satisfação - Evitar cobranças indevidas de taxas em transações financeiras,Importância - Minimizar incertezas sobre o custo fixo mensal e ponto de equilíbrio,Satisfação - Minimizar incertezas sobre o custo fixo mensal e ponto de equilíbrio,Importância - Evitar falhas de liquidez que comprometem pagamentos planejados,Satisfação - Evitar falhas de liquidez que comprometem pagamentos planejados,Importância - Minimizar erros em decisões estratégicas tomadas com base em dados incompletos,Satisfação - Minimizar erros em decisões estratégicas tomadas com base em dados incompletos,Importância - Evitar investimentos em canais com baixa rentabilidade,Satisfação - Evitar investimentos em canais com baixa rentabilidade,Importância - Evitar falta de capital de giro em períodos críticos,Satisfação - Evitar falta de capital de giro em períodos críticos,Importância - Minimizar incertezas sobre capital parado e margem real,Satisfação - Minimizar incertezas sobre capital parado e margem real,Importância - Evitar decisões estratégicas descoladas de sazonalidades históricas,Satisfação - Evitar decisões estratégicas descoladas de sazonalidades históricas,Importância - Evitar perda de competitividade que comprometa a lucratividade,Satisfação - Evitar perda de competitividade que comprometa a lucratividade
RGkqopj,vQ59qd,2025-10-03 12:15:32,14880164912,14782062123,Responsável Financeiro,Entre 2.000  e 20.000,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",7,4,9,5,6,5,9,7,9,5,8,6,9,4,6,5,5,5,7,5,8,5,8,5,7,5,7,5,8,5,8,5,8,5,8,4,9,4,8,4,8,7,9,4,9,6,8,5,10,2,10,3,8,4,9,3,10,6,10,2,8,5,10,2,8,5,10,7,10,7,10,7,9,5,10,3,10,3,10,4,9,4,8,4,10,1,6,6,9,4
7RM7N2z,q4ZVKZ2,2025-10-03 12:17:03,8531331778,8531331779,Responsável Financeiro,Entre 2.000  e 20.000,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,6,9,8,9,6,9,6,8,8,8,8,8,8,8,8,8,8,9,7,9,6,9,6,9,7,9,6,9,6,9,6,9,6,9,6
dWvJ9PV,YLBbL6,2025-10-03 12:17:28,14879781692,14781176234,Responsável Financeiro,Entre 200 e 2.000,Ambos os canais (online e offline),8,8,8,8,10,7,10,8,10,4,10,4,10,4,10,4,10,4,10,4,10,6,10,6,10,4,10,1,10,6,10,6,10,7,10,7,10,7,10,7,10,3,10,3,10,3,10,3,10,3,10,3,10,3,10,3,10,3,10,3,10,3,10,8,10,8,10,3,10,3,10,8,10,6,10,6,10,6,10,3,10,3,10,6,10,6,10,6,10,6
jav8lWQ,7RRBrJA,2025-10-03 12:17:38,14879445469,14780474999,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",8,8,8,8,7,7,9,9,8,8,8,8,7,7,7,7,7,7,9,9,7,7,10,10,6,6,8,8,7,7,7,7,10,10,9,9,10,10,8,8,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,5,9,8,9,8,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
ODkxGaR,PddMJ7e,2025-10-03 12:21:12,14879139815,14779669737,Proprietário(a) / Sócio(a),Até 200 pedidos,Ambos os canais (online e offline),8,8,8,10,6,8,5,9,9,9,7,5,5,5,9,7,7,7,7,5,6,7,10,10,7,7,6,6,5,5,8,8,10,10,7,7,7,7,7,7,7,7,9,9,9,9,9,9,8,8,6,6,6,6,8,8,7,7,10,10,6,6,5,5,7,7,6,6,7,7,7,7,7,7,6,6,5,5,7,7,8,8,6,6,6,6,6,6,7,7
rjv8PV5,5BB6ABd,2025-10-03 12:22:22,14880153029,14782038416,Proprietário(a) / Sócio(a),Entre 200 e 2.000,Ambos os canais (online e offline),10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,10,10,5,5,10,10,5,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5
81Mbx55,ZpBEqz,2025-10-03 12:23:59,5777597999,5777598000,Responsável Financeiro,Entre 200 e 2.000,Ambos os canais (online e offline),8,9,8,9,8,8,10,9,8,8,10,8,10,6,10,6,10,7,10,6,10,7,8,8,9,8,10,7,10,7,10,7,10,8,10,9,10,7,8,8,10,8,10,8,8,8,10,8,10,8,10,8,8,8,10,6,10,6,10,7,10,7,10,2,10,2,10,2,10,2,10,4,10,4,10,4,10,4,10,6,7,6,10,6,10,5,8,6,10,5
ODkxGZ7,dWqDMaK,2025-10-03 12:24:23,10577182834,10577182835,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1
44zlred,6XRAxA,2025-10-03 12:25:24,14880024020,14781754513,Proprietário(a) / Sócio(a),Entre 200 e 2.000,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",10,10,10,10,10,10,10,10,2,10,6,10,10,10,10,10,10,10,10,10,5,10,10,10,7,10,6,10,10,10,10,10,6,10,7,10,10,10,7,10,10,3,10,3,7,10,10,10,10,10,10,10,10,10,7,10,7,10,7,10,7,10,10,10,7,10,10,10,10,10,10,10,10,10,7,10,8,10,7,10,7,10,7,10,7,10,4,10,7,10
PdkZ59e,q44xlvY,2025-10-03 12:26:28,14880270863,14782299234,Responsável Financeiro,Até 200 pedidos,Ambos os canais (online e offline),10,9,10,9,10,7,10,7,10,8,10,7,10,7,10,7,10,8,10,8,10,10,10,10,10,9,10,8,10,10,10,10,10,8,10,9,10,8,10,9,10,10,10,9,10,10,10,7,10,5,10,5,10,7,10,7,10,9,10,8,10,8,10,7,10,7,10,7,10,7,10,7,10,8,10,7,10,7,10,9,9,8,10,8,10,8,10,8,10,8
D4MRd7Z,xbEMoy,2025-10-03 12:26:33,14879978010,14781649785,Responsável Financeiro,Até 200 pedidos,Ambos os canais (online e offline),9,10,10,8,10,9,10,9,10,8,10,8,9,9,10,8,9,9,9,9,9,9,10,9,9,9,10,5,10,8,10,9,10,6,9,9,9,8,9,9,9,9,9,9,10,9,9,9,10,8,10,8,10,9,10,7,8,8,10,5,10,8,10,8,10,8,10,5,10,5,10,7,9,9,10,7,9,8,10,6,10,7,10,8,10,6,9,9,10,9
WO1a5oj,l2XZK5,2025-10-03 12:27:02,14879077440,14779483853,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
68M62xB,EkkjOgo,2025-10-03 12:27:11,14879008356,14779279093,Responsável Financeiro,Entre 200 e 2.000,Ambos os canais (online e offline),10,5,10,8,10,4,10,3,10,7,10,7,10,7,10,7,6,6,10,7,10,6,10,5,10,7,10,7,10,10,10,10,10,5,10,10,10,3,10,3,10,4,10,10,10,10,10,10,10,10,10,8,10,5,10,6,10,5,10,6,10,7,10,6,10,6,10,6,10,6,10,6,10,6,10,6,10,5,10,5,10,5,10,5,10,5,10,5,10,5
vGK8yQA,0p05ZQ,2025-10-03 12:30:22,14796816043,14779209831,Proprietário(a) / Sócio(a),Entre 2.000  e 20.000,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",10,10,10,10,10,10,10,10,10,5,10,5,10,5,10,5,10,5,10,2,10,10,10,3,10,1,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,1,10,1,10,1,10,1,10,1,10,1,10,2,10,2,10,2,10,2,10,2,10,2,10,2,10,2,10,2,10,2,10,2,10,2,10,5,10,5,10,2,10,2,10,2,10,2
ODkxz1p,GxxNG6p,2025-10-03 12:30:42,8022201361,8022201362,Proprietário(a) / Sócio(a),Entre 2.000  e 20.000,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5
aQvp69W,811vBzO,2025-10-03 12:31:01,14880732713,14783409459,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0QaqxBP,kddDoeM,2025-10-03 12:31:09,14879546781,14780681401,Responsável Financeiro,Entre 200 e 2.000,Ambos os canais (online e offline),7,7,10,7,10,7,10,6,10,5,10,4,10,7,10,7,10,7,10,6,10,8,10,7,10,7,10,6,10,8,10,7,10,8,10,8,10,6,10,7,10,5,10,7,10,6,10,7,10,8,10,6,10,8,10,6,10,6,10,5,10,6,10,5,10,6,10,6,10,5,10,4,10,6,10,6,10,5,10,5,10,6,10,7,10,6,10,7,10,6
D4MRNWj,Pdj05EP,2025-10-03 12:33:30,14880300801,14782362601,Proprietário(a) / Sócio(a),Até 200 pedidos,Ambos os canais (online e offline),10,10,9,10,9,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
vGK8A1X,zxxp92k,2025-10-03 12:33:54,14880456697,14782676923,Funcionaria Responsavel por todo o sistema,Entre 200 e 2.000,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",10,4,10,6,10,7,10,4,10,9,10,9,10,4,10,6,10,7,8,10,10,10,10,5,10,7,10,10,9,9,10,10,10,3,10,10,10,6,10,4,10,10,10,6,10,7,10,6,10,1,10,5,10,7,10,7,10,6,10,5,10,3,10,4,10,4,10,4,10,5,10,5,10,7,10,6,10,4,10,8,10,6,10,1,10,1,10,1,10,1
EkMoXrA,A77og4e,2025-10-03 12:34:07,14879283046,14780090427,Proprietário(a) / Sócio(a),Entre 200 e 2.000,Ambos os canais (online e offline),8,8,9,9,9,9,9,9,10,8,10,9,9,10,10,7,10,8,10,10,9,9,10,9,10,8,10,8,9,10,10,9,10,10,10,6,10,8,10,8,10,7,10,8,9,9,10,7,10,5,10,5,10,7,10,8,9,9,10,8,10,8,10,8,10,5,10,4,10,5,10,6,10,6,10,1,10,5,10,7,10,5,10,4,10,4,8,5,10,4
lbv8NOp,VLLReWa,2025-10-03 12:36:20,14879807063,14781233949,Proprietário(a) / Sócio(a),Até 200 pedidos,"Apenas offline (loja física, vendedores, balcão etc.)",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
WO1aAev,BzzOyP1,2025-10-03 12:37:36,14880703751,14783344851,Responsável Financeiro,Até 200 pedidos,"Apenas online (e-commerce, redes sociais, marketplaces etc.)",6,5,10,4,10,4,10,4,10,6,10,6,10,5,10,5,10,5,10,4,6,5,10,5,10,5,10,5,10,9,10,9,10,4,10,6,10,7,10,6,10,6,10,6,10,6,10,7,10,7,10,7,10,4,10,7,9,5,10,5,9,5,8,6,8,5,8,5,8,5,8,5,8,5,8,5,8,5,8,5,8,5,9,5,9,5,8,5,8,5
